"Person","item"
2741,"margarine"
2741,"sauces"
2741,"chocolate"
2742,"whole milk"
2742,"frozen dessert"
2742,"margarine"
2742,"snack products"
2743,"citrus fruit"
2744,"frankfurter"
2744,"pork"
2744,"herbs"
2744,"other vegetables"
2744,"butter"
2744,"rolls/buns"
2745,"frankfurter"
2745,"sausage"
2745,"other vegetables"
2745,"whole milk"
2745,"butter"
2745,"curd"
2745,"dessert"
2745,"yogurt"
2745,"brown bread"
2745,"pastry"
2745,"waffles"
2745,"chocolate"
2745,"dishes"
2746,"yogurt"
2746,"beverages"
2746,"bottled beer"
2746,"dishes"
2747,"whipped/sour cream"
2747,"condensed milk"
2747,"domestic eggs"
2747,"flour"
2747,"oil"
2747,"sugar"
2748,"candy"
2749,"frankfurter"
2749,"rolls/buns"
2750,"chicken"
2750,"beef"
2750,"pip fruit"
2750,"berries"
2750,"other vegetables"
2750,"whole milk"
2750,"whipped/sour cream"
2750,"frozen fruits"
2750,"frozen meals"
2750,"domestic eggs"
2750,"salty snack"
2751,"sausage"
2751,"rolls/buns"
2752,"brown bread"
2753,"pip fruit"
2753,"other vegetables"
2753,"whole milk"
2753,"whipped/sour cream"
2753,"coffee"
2754,"bottled water"
2754,"long life bakery product"
2755,"chicken"
2755,"UHT-milk"
2755,"frozen vegetables"
2755,"ice cream"
2755,"pickled vegetables"
2755,"bottled beer"
2755,"newspapers"
2755,"shopping bags"
2756,"sausage"
2756,"tropical fruit"
2756,"other vegetables"
2756,"butter"
2756,"sliced cheese"
2756,"domestic eggs"
2756,"rolls/buns"
2756,"brown bread"
2756,"napkins"
2757,"chicken"
2757,"pork"
2757,"butter"
2757,"candles"
2758,"pork"
2758,"yogurt"
2758,"beverages"
2758,"frozen vegetables"
2758,"frozen meals"
2758,"rolls/buns"
2758,"potato products"
2758,"bottled beer"
2758,"chocolate marshmallow"
2758,"kitchen towels"
2759,"ham"
2759,"rolls/buns"
2759,"soda"
2759,"shopping bags"
2760,"citrus fruit"
2760,"root vegetables"
2760,"domestic eggs"
2760,"margarine"
2760,"dishes"
2761,"rolls/buns"
2761,"pastry"
2761,"pasta"
2761,"soda"
2761,"fruit/vegetable juice"
2761,"specialty chocolate"
2762,"tropical fruit"
2762,"nuts/prunes"
2762,"whole milk"
2762,"whipped/sour cream"
2762,"waffles"
2762,"newspapers"
2763,"other vegetables"
2763,"whole milk"
2763,"whipped/sour cream"
2763,"condensed milk"
2763,"rolls/buns"
2763,"shopping bags"
2764,"other vegetables"
2764,"white bread"
2764,"newspapers"
2765,"photo/film"
2766,"pork"
2766,"tropical fruit"
2766,"root vegetables"
2766,"whipped/sour cream"
2766,"UHT-milk"
2766,"frozen vegetables"
2766,"roll products "
2766,"oil"
2766,"bottled water"
2766,"candy"
2767,"pastry"
2767,"sugar"
2767,"mustard"
2767,"chewing gum"
2767,"shopping bags"
2768,"frankfurter"
2769,"rolls/buns"
2769,"soda"
2770,"berries"
2770,"cookware"
2770,"flower (seeds)"
2771,"photo/film"
2771,"shopping bags"
2772,"photo/film"
2773,"whole milk"
2773,"butter"
2773,"curd"
2773,"frozen vegetables"
2773,"bottled water"
2773,"bottled beer"
2773,"detergent"
2773,"pot plants"
2773,"shopping bags"
2774,"waffles"
2775,"sausage"
2775,"sliced cheese"
2775,"cream cheese "
2775,"candy"
2775,"shopping bags"
2776,"hamburger meat"
2776,"other vegetables"
2776,"margarine"
2776,"sugar"
2776,"baking powder"
2776,"sweet spreads"
2776,"fruit/vegetable juice"
2776,"chewing gum"
2776,"specialty bar"
2777,"canned beer"
2778,"other vegetables"
2778,"specialty cheese"
2779,"chicken"
2779,"whole milk"
2779,"frozen vegetables"
2779,"brown bread"
2779,"sugar"
2779,"dog food"
2780,"ice cream"
2780,"chewing gum"
2781,"pork"
2781,"tropical fruit"
2781,"root vegetables"
2781,"herbs"
2781,"whole milk"
2781,"butter"
2781,"domestic eggs"
2781,"rolls/buns"
2781,"baking powder"
2781,"bottled water"
2781,"rum"
2781,"salty snack"
2781,"chocolate"
2781,"hygiene articles"
2782,"citrus fruit"
2782,"pip fruit"
2782,"other vegetables"
2782,"whole milk"
2782,"butter"
2782,"yogurt"
2782,"salt"
2783,"frozen meals"
2783,"pastry"
2783,"pasta"
2784,"ham"
2784,"meat"
2784,"chicken"
2784,"tropical fruit"
2784,"berries"
2784,"soft cheese"
2784,"specialty cheese"
2784,"long life bakery product"
2784,"flower (seeds)"
2785,"hamburger meat"
2785,"hard cheese"
2785,"pasta"
2785,"canned vegetables"
2786,"soda"
2786,"misc. beverages"
2786,"sparkling wine"
2786,"chewing gum"
2786,"specialty chocolate"
2786,"shopping bags"
2787,"frankfurter"
2787,"root vegetables"
2788,"canned beer"
2789,"frozen meals"
2789,"soda"
2789,"shopping bags"
2790,"whole milk"
2791,"misc. beverages"
2792,"canned beer"
2793,"root vegetables"
2794,"sausage"
2794,"onions"
2795,"canned beer"
2795,"male cosmetics"
2796,"tropical fruit"
2796,"onions"
2796,"spread cheese"
2796,"coffee"
2796,"canned beer"
2796,"liquor (appetizer)"
2796,"red/blush wine"
2796,"dental care"
2796,"light bulbs"
2796,"newspapers"
2797,"pastry"
2797,"soda"
2798,"sausage"
2798,"ham"
2798,"dessert"
2799,"canned beer"
2800,"soda"
2801,"canned beer"
2801,"newspapers"
2802,"cat food"
2802,"waffles"
2803,"sausage"
2803,"meat"
2803,"pork"
2803,"root vegetables"
2803,"other vegetables"
2803,"sliced cheese"
2803,"margarine"
2803,"cat food"
2803,"coffee"
2803,"dental care"
2804,"bottled water"
2804,"soda"
2805,"soda"
2805,"chocolate"
2806,"rolls/buns"
2807,"pork"
2808,"frozen meals"
2809,"soda"
2810,"pastry"
2810,"soda"
2811,"shopping bags"
2812,"brown bread"
2812,"bottled water"
2813,"yogurt"
2814,"bottled beer"
2815,"pip fruit"
2815,"whole milk"
2815,"rolls/buns"
2815,"pickled vegetables"
2815,"waffles"
2816,"hamburger meat"
2816,"other vegetables"
2816,"frozen vegetables"
2816,"frozen meals"
2816,"cat food"
2816,"fruit/vegetable juice"
2817,"long life bakery product"
2817,"pot plants"
2818,"ham"
2818,"whipped/sour cream"
2818,"beverages"
2818,"domestic eggs"
2818,"fruit/vegetable juice"
2819,"butter"
2819,"napkins"
2820,"whole milk"
2820,"seasonal products"
2820,"shopping bags"
2821,"dessert"
2822,"photo/film"
2823,"bags"
2824,"rolls/buns"
2824,"brown bread"
2825,"brown bread"
2825,"bottled water"
2825,"soda"
2825,"fruit/vegetable juice"
2825,"bottled beer"
2825,"newspapers"
2825,"photo/film"
2826,"beef"
2826,"root vegetables"
2826,"other vegetables"
2826,"margarine"
2826,"salty snack"
2826,"waffles"
2826,"specialty chocolate"
2826,"kitchen towels"
2826,"newspapers"
2827,"dessert"
2827,"soft cheese"
2827,"rolls/buns"
2828,"misc. beverages"
2829,"sugar"
2830,"sausage"
2830,"rolls/buns"
2830,"soda"
2830,"chocolate"
2831,"whole milk"
2831,"canned fish"
2831,"newspapers"
2832,"sausage"
2832,"finished products"
2832,"beverages"
2832,"domestic eggs"
2832,"pastry"
2832,"salty snack"
2833,"canned beer"
2834,"citrus fruit"
2834,"tropical fruit"
2834,"frozen meals"
2834,"frozen dessert"
2834,"rolls/buns"
2834,"misc. beverages"
2835,"sausage"
2835,"bottled beer"
2835,"liquor"
2835,"red/blush wine"
2836,"whole milk"
2836,"newspapers"
2837,"pip fruit"
2837,"whole milk"
2837,"pastry"
2837,"waffles"
2837,"cake bar"
2837,"specialty bar"
2837,"shopping bags"
2838,"frankfurter"
2838,"bottled beer"
2839,"citrus fruit"
2839,"whole milk"
2840,"misc. beverages"
2841,"frankfurter"
2841,"beef"
2841,"brown bread"
2841,"margarine"
2841,"soda"
2841,"candy"
2842,"chocolate"
2842,"napkins"
2843,"ham"
2843,"tropical fruit"
2843,"pip fruit"
2843,"grapes"
2843,"berries"
2843,"other vegetables"
2843,"curd"
2843,"dessert"
2843,"yogurt"
2843,"rolls/buns"
2843,"margarine"
2843,"honey"
2843,"specialty chocolate"
2843,"detergent"
2843,"napkins"
2843,"cling film/bags"
2844,"frankfurter"
2844,"brown bread"
2844,"bottled beer"
2845,"brown bread"
2846,"rolls/buns"
2846,"white bread"
2846,"waffles"
2847,"pip fruit"
2847,"zwieback"
2847,"salty snack"
2847,"cake bar"
2847,"specialty bar"
2848,"sausage"
2848,"root vegetables"
2848,"whole milk"
2848,"rolls/buns"
2848,"brown bread"
2848,"margarine"
2848,"soda"
2848,"long life bakery product"
2848,"cake bar"
2849,"root vegetables"
2849,"whole milk"
2849,"rolls/buns"
2850,"pork"
2850,"brown bread"
2850,"salt"
2850,"liquor"
2850,"shopping bags"
2851,"whole milk"
2851,"yogurt"
2851,"rolls/buns"
2851,"waffles"
2851,"specialty bar"
2852,"beverages"
2853,"tropical fruit"
2853,"domestic eggs"
2853,"newspapers"
2854,"specialty chocolate"
2855,"pastry"
2856,"cat food"
2857,"chicken"
2857,"citrus fruit"
2857,"root vegetables"
2857,"other vegetables"
2857,"beverages"
2857,"ice cream"
2857,"rice"
2857,"Instant food products"
2857,"sweet spreads"
2857,"canned fish"
2857,"soda"
2857,"fruit/vegetable juice"
2857,"red/blush wine"
2857,"newspapers"
2857,"shopping bags"
2858,"bottled beer"
2858,"liquor"
2858,"red/blush wine"
2859,"whipped/sour cream"
2859,"candy"
2860,"long life bakery product"
2861,"beef"
2861,"root vegetables"
2861,"white wine"
2861,"shopping bags"
2862,"salty snack"
2863,"other vegetables"
2863,"soda"
2863,"specialty bar"
2864,"meat"
2864,"citrus fruit"
2864,"root vegetables"
2864,"whole milk"
2864,"dessert"
2864,"yogurt"
2864,"waffles"
2864,"detergent"
2865,"fish"
2865,"rolls/buns"
2865,"pot plants"
2866,"whole milk"
2866,"sliced cheese"
2866,"long life bakery product"
2866,"candy"
2866,"hair spray"
2867,"detergent"
2868,"hamburger meat"
2868,"photo/film"
2869,"whole milk"
2869,"dessert"
2869,"yogurt"
2869,"sliced cheese"
2869,"rolls/buns"
2869,"soda"
2869,"seasonal products"
2870,"beef"
2871,"frozen meals"
2871,"bottled beer"
2872,"pip fruit"
2872,"yogurt"
2873,"yogurt"
2873,"frozen vegetables"
2873,"decalcifier"
2874,"rolls/buns"
2875,"whole milk"
2875,"frozen meals"
2875,"pasta"
2875,"candy"
2876,"ham"
2876,"frozen meals"
2876,"rolls/buns"
2876,"canned fish"
2876,"coffee"
2876,"instant coffee"
2877,"frozen meals"
2878,"ice cream"
2878,"canned fruit"
2878,"canned beer"
2878,"shopping bags"
2879,"pork"
2879,"frozen potato products"
2879,"rolls/buns"
2879,"margarine"
2879,"coffee"
2879,"female sanitary products"
2880,"chewing gum"
2881,"tropical fruit"
2881,"root vegetables"
2881,"other vegetables"
2881,"butter"
2881,"dessert"
2881,"sliced cheese"
2881,"frozen vegetables"
2881,"ice cream"
2881,"frozen dessert"
2881,"rolls/buns"
2881,"Instant food products"
2881,"baking powder"
2881,"canned fish"
2881,"fruit/vegetable juice"
2881,"newspapers"
2881,"shopping bags"
2882,"whole milk"
2882,"pastry"
2882,"sugar"
2882,"soda"
2882,"hygiene articles"
2883,"whole milk"
2883,"cereals"
2884,"bottled water"
2884,"soda"
2885,"sausage"
2885,"whole milk"
2885,"rolls/buns"
2886,"whole milk"
2886,"napkins"
2887,"whole milk"
2888,"whole milk"
2888,"specialty bar"
2889,"pork"
2889,"tropical fruit"
2889,"white bread"
2889,"soda"
2889,"bottled beer"
2890,"curd"
2891,"dessert"
2891,"frozen potato products"
2891,"specialty chocolate"
2892,"waffles"
2893,"onions"
2893,"other vegetables"
2893,"spread cheese"
2893,"misc. beverages"
2894,"misc. beverages"
2894,"canned beer"
2895,"shopping bags"
2896,"white wine"
2897,"frankfurter"
2897,"curd"
2897,"semi-finished bread"
2898,"white bread"
2898,"canned beer"
2899,"pork"
2899,"beef"
2899,"other vegetables"
2899,"curd"
2899,"whipped/sour cream"
2899,"specialty cheese"
2899,"dental care"
2899,"shopping bags"
2900,"other vegetables"
2900,"whole milk"
2901,"pork"
2902,"berries"
2902,"salt"
2902,"organic products"
2902,"cat food"
2902,"soda"
2902,"bottled beer"
2902,"female sanitary products"
2903,"frankfurter"
2903,"root vegetables"
2903,"bottled beer"
2903,"shopping bags"
2904,"root vegetables"
2904,"whole milk"
2904,"hard cheese"
2904,"candy"
2905,"finished products"
2905,"pip fruit"
2905,"frozen potato products"
2905,"soda"
2906,"bottled water"
2906,"misc. beverages"
2906,"bottled beer"
2907,"margarine"
2907,"coffee"
2907,"instant coffee"
2907,"soda"
2907,"canned beer"
2908,"soda"
2908,"shopping bags"
2909,"hamburger meat"
2909,"whole milk"
2909,"canned vegetables"
2909,"soda"
2910,"root vegetables"
2910,"onions"
2910,"other vegetables"
2910,"whole milk"
2910,"curd"
2910,"yogurt"
2910,"frozen fish"
2910,"waffles"
2911,"root vegetables"
2911,"onions"
2911,"other vegetables"
2911,"curd"
2911,"whipped/sour cream"
2911,"pickled vegetables"
2911,"specialty vegetables"
2912,"soda"
2913,"canned beer"
2914,"frozen fish"
2915,"beverages"
2916,"pip fruit"
2917,"pot plants"
2918,"pork"
2918,"whole milk"
2919,"fruit/vegetable juice"
2920,"fruit/vegetable juice"
2921,"fruit/vegetable juice"
2921,"salty snack"
2922,"tropical fruit"
2923,"yogurt"
2923,"misc. beverages"
2924,"canned beer"
2925,"canned beer"
2926,"cream cheese "
2926,"rolls/buns"
2926,"candy"
2926,"shopping bags"
2927,"bottled water"
2928,"sausage"
2928,"hamburger meat"
2928,"citrus fruit"
2928,"other vegetables"
2928,"dessert"
2928,"yogurt"
2928,"frozen meals"
2928,"frozen potato products"
2928,"white bread"
2928,"fruit/vegetable juice"
2928,"long life bakery product"
2928,"chocolate"
2928,"candy"
2928,"house keeping products"
2929,"soda"
2929,"bottled beer"
2929,"liquor"
2929,"red/blush wine"
2930,"newspapers"
2931,"whole milk"
2931,"beverages"
2932,"pot plants"
2933,"yogurt"
2933,"hard cheese"
2933,"sugar"
2933,"bottled beer"
2934,"roll products "
2934,"misc. beverages"
2935,"soft cheese"
2936,"frozen meals"
2937,"ice cream"
2938,"frankfurter"
2938,"pork"
2938,"tropical fruit"
2938,"whole milk"
2938,"whipped/sour cream"
2938,"frozen vegetables"
2938,"frozen fish"
2938,"margarine"
2938,"newspapers"
2939,"meat"
2939,"turkey"
2939,"tropical fruit"
2939,"root vegetables"
2939,"onions"
2939,"other vegetables"
2939,"whole milk"
2939,"butter"
2939,"yogurt"
2939,"whipped/sour cream"
2939,"sliced cheese"
2939,"hard cheese"
2939,"frozen meals"
2939,"frozen dessert"
2939,"domestic eggs"
2939,"white bread"
2939,"salt"
2939,"rice"
2939,"oil"
2939,"margarine"
2939,"mustard"
2939,"baking powder"
2939,"dog food"
2939,"bottled water"
2939,"fruit/vegetable juice"
2939,"rum"
2939,"long life bakery product"
2939,"chocolate"
2939,"cooking chocolate"
2940,"soda"
2941,"butter milk"
2941,"pastry"
2942,"frozen potato products"
2942,"rolls/buns"
2942,"oil"
2942,"bottled water"
2942,"canned beer"
2942,"hygiene articles"
2942,"napkins"
2943,"other vegetables"
2943,"margarine"
2943,"coffee"
2943,"canned beer"
2943,"flower (seeds)"
2944,"frankfurter"
2944,"pork"
2944,"whole milk"
2944,"pastry"
2944,"soda"
2945,"misc. beverages"
2945,"salty snack"
2946,"sausage"
2946,"UHT-milk"
2947,"butter"
2947,"yogurt"
2947,"rolls/buns"
2947,"detergent"
2947,"shopping bags"
2948,"frankfurter"
2948,"pork"
2948,"beef"
2948,"hamburger meat"
2948,"other vegetables"
2948,"whole milk"
2948,"butter"
2948,"curd"
2948,"yogurt"
2948,"whipped/sour cream"
2948,"cream cheese "
2948,"frozen vegetables"
2948,"domestic eggs"
2948,"rolls/buns"
2948,"sugar"
2948,"mustard"
2948,"ketchup"
2948,"meat spreads"
2948,"canned fish"
2948,"bottled beer"
2948,"chewing gum"
2948,"decalcifier"
2948,"hygiene articles"
2949,"bottled water"
2950,"kitchen towels"
2951,"other vegetables"
2951,"whole milk"
2951,"bottled water"
2951,"soda"
2951,"fruit/vegetable juice"
2951,"salty snack"
2951,"dental care"
2951,"newspapers"
2952,"butter"
2952,"ice cream"
2952,"margarine"
2952,"soda"
2953,"sausage"
2953,"whole milk"
2953,"domestic eggs"
2953,"rolls/buns"
2953,"fruit/vegetable juice"
2953,"light bulbs"
2954,"frankfurter"
2954,"pork"
2954,"pip fruit"
2954,"root vegetables"
2954,"other vegetables"
2954,"whole milk"
2954,"butter milk"
2954,"yogurt"
2954,"cream cheese "
2954,"rolls/buns"
2954,"brown bread"
2954,"soda"
2955,"liver loaf"
2955,"root vegetables"
2955,"other vegetables"
2955,"whole milk"
2955,"frozen vegetables"
2955,"white wine"
2956,"white wine"
2957,"frankfurter"
2957,"tropical fruit"
2957,"root vegetables"
2957,"whole milk"
2957,"curd"
2957,"dessert"
2957,"frozen vegetables"
2957,"pastry"
2957,"instant coffee"
2957,"tea"
2957,"newspapers"
2958,"meat"
2959,"canned beer"
2960,"chicken"
2960,"soda"
2960,"liquor"
2960,"white wine"
2960,"shopping bags"
2961,"other vegetables"
2961,"hard cheese"
2961,"processed cheese"
2961,"cereals"
2961,"pickled vegetables"
2961,"long life bakery product"
2961,"specialty chocolate"
2962,"pip fruit"
2962,"whole milk"
2962,"dessert"
2962,"butter milk"
2962,"rolls/buns"
2962,"cereals"
2963,"other vegetables"
2963,"whole milk"
2963,"processed cheese"
2963,"white bread"
2963,"soda"
2963,"newspapers"
2964,"yogurt"
2964,"frozen vegetables"
2965,"root vegetables"
2965,"whole milk"
2965,"rolls/buns"
2966,"shopping bags"
2967,"UHT-milk"
2967,"bottled water"
2967,"soda"
2968,"whole milk"
2968,"dessert"
2968,"butter milk"
2969,"hamburger meat"
2969,"pip fruit"
2969,"other vegetables"
2969,"whole milk"
2969,"yogurt"
2969,"cream cheese "
2969,"margarine"
2969,"sugar"
2969,"baking powder"
2969,"meat spreads"
2969,"bottled water"
2969,"chewing gum"
2970,"frozen vegetables"
2970,"bottled beer"
2971,"root vegetables"
2971,"other vegetables"
2971,"whole milk"
2971,"butter"
2971,"dessert"
2971,"frozen meals"
2971,"frozen fish"
2971,"rice"
2971,"bottled water"
2971,"fruit/vegetable juice"
2971,"long life bakery product"
2971,"chocolate"
2972,"sausage"
2972,"other vegetables"
2972,"whole milk"
2972,"butter"
2972,"cat food"
2972,"salty snack"
2972,"long life bakery product"
2972,"waffles"
2972,"chocolate"
2973,"whole milk"
2973,"rolls/buns"
2973,"salty snack"
2973,"chocolate"
2973,"newspapers"
2974,"beef"
2974,"hamburger meat"
2974,"tropical fruit"
2974,"root vegetables"
2974,"onions"
2974,"other vegetables"
2974,"whole milk"
2974,"butter"
2974,"yogurt"
2974,"whipped/sour cream"
2974,"sliced cheese"
2974,"mayonnaise"
2974,"frozen vegetables"
2974,"frozen potato products"
2974,"rolls/buns"
2974,"white bread"
2974,"rice"
2974,"oil"
2974,"specialty fat"
2974,"specialty vegetables"
2974,"canned fish"
2974,"coffee"
2974,"instant coffee"
2974,"bottled beer"
2974,"liquor (appetizer)"
2974,"long life bakery product"
2974,"chocolate"
2974,"napkins"
2974,"house keeping products"
2975,"sausage"
2975,"meat"
2975,"whole milk"
2975,"rolls/buns"
2975,"bottled beer"
2976,"pork"
2976,"beef"
2976,"packaged fruit/vegetables"
2976,"pastry"
2977,"bottled beer"
2978,"salty snack"
2978,"female sanitary products"
2979,"bottled beer"
2980,"soda"
2980,"skin care"
2981,"bottled water"
2982,"frankfurter"
2982,"other vegetables"
2982,"mustard"
2982,"soda"
2982,"napkins"
2982,"light bulbs"
2983,"tropical fruit"
2983,"other vegetables"
2983,"whole milk"
2983,"yogurt"
2983,"rolls/buns"
2983,"baking powder"
2983,"long life bakery product"
2983,"chocolate"
2983,"newspapers"
2984,"canned beer"
2985,"chicken"
2985,"citrus fruit"
2985,"curd"
2985,"yogurt"
2985,"domestic eggs"
2985,"rolls/buns"
2985,"spices"
2985,"bottled water"
2985,"waffles"
2985,"chocolate"
2985,"shopping bags"
2986,"citrus fruit"
2986,"tropical fruit"
2986,"ice cream"
2987,"curd"
2988,"citrus fruit"
2988,"tropical fruit"
2988,"other vegetables"
2988,"whole milk"
2988,"butter"
2988,"whipped/sour cream"
2988,"domestic eggs"
2988,"sugar"
2988,"salty snack"
2988,"long life bakery product"
2988,"napkins"
2988,"shopping bags"
2989,"citrus fruit"
2989,"tropical fruit"
2989,"brown bread"
2989,"napkins"
2990,"other vegetables"
2990,"soda"
2990,"bottled beer"
2991,"bottled water"
2991,"soda"
2991,"waffles"
2992,"chicken"
2992,"root vegetables"
2992,"onions"
2992,"other vegetables"
2992,"frozen vegetables"
2992,"cake bar"
2993,"waffles"
2994,"curd"
2994,"cake bar"
2995,"oil"
2996,"berries"
2996,"root vegetables"
2996,"herbs"
2996,"other vegetables"
2996,"whole milk"
2996,"curd"
2996,"cream cheese "
2996,"cereals"
2996,"long life bakery product"
2996,"waffles"
2996,"shopping bags"
2997,"frankfurter"
2997,"hamburger meat"
2997,"whole milk"
2997,"cream cheese "
2997,"salty snack"
2998,"pork"
2998,"beef"
2998,"frozen vegetables"
2998,"frozen meals"
2998,"potato products"
2998,"margarine"
2998,"napkins"
2998,"cookware"
2999,"tropical fruit"
2999,"root vegetables"
2999,"whole milk"
2999,"rolls/buns"
2999,"bottled water"
2999,"napkins"
2999,"dishes"
3000,"frankfurter"
3000,"meat"
3000,"whole milk"
3000,"roll products "
3000,"flour"
3000,"pickled vegetables"
3000,"bottled beer"
3000,"napkins"
3000,"shopping bags"
3001,"specialty cheese"
3001,"chewing gum"
3002,"pork"
3002,"root vegetables"
3002,"onions"
3002,"bottled water"
3002,"soda"
3003,"citrus fruit"
3003,"tropical fruit"
3003,"root vegetables"
3003,"other vegetables"
3003,"whole milk"
3003,"yogurt"
3003,"sliced cheese"
3003,"hard cheese"
3003,"specialty cheese"
3003,"dog food"
3003,"bottled water"
3003,"newspapers"
3004,"bottled beer"
3004,"white wine"
3005,"other vegetables"
3005,"butter milk"
3005,"rolls/buns"
3005,"oil"
3005,"bottled water"
